gene_name	start	end	interval	cyclase_type
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	81	150	180_210	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	108	159	190_220	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	132	183	200_230	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	147	213	210_240	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	165	237	220_250	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	183	264	230_260	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	216	294	240_270	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	240	321	250_280	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	267	351	260_290	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	297	366	270_300	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	324	378	280_310	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	354	408	290_320	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	357	438	300_330	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	381	465	310_340	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	3	75	150_180	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	18	105	160_190	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	48	123	170_200	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	78	138	180_210	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	108	150	190_220	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	129	180	200_230	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	138	210	210_240	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	153	234	220_250	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	171	264	230_260	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	207	294	240_270	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	237	324	250_280	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	267	354	260_290	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	297	357	270_300	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	327	381	280_310	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	357	411	290_320	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	360	441	300_330	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	384	462	310_340	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	3	78	150_180	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	21	105	160_190	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	51	129	170_200	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	81	150	180_210	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	108	159	190_220	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	132	183	200_230	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	144	213	210_240	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	165	237	220_250	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	183	264	230_260	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	216	294	240_270	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	240	321	250_280	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	267	351	260_290	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	297	354	270_300	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	324	378	280_310	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	354	408	290_320	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	357	438	300_330	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	381	465	310_340	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	18	105	150_180	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	48	135	160_190	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	78	159	170_200	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	108	177	180_210	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	138	189	190_220	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	159	210	200_230	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	168	240	210_240	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	192	264	220_250	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	210	294	230_260	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	243	324	240_270	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	267	354	250_280	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	297	384	260_290	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	327	414	270_300	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	357	444	280_310	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	387	474	290_320	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	417	504	300_330	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	447	531	310_340	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	450	546	150_180	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	489	576	160_190	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	519	600	170_200	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	549	615	180_210	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	579	624	190_220	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	600	648	200_230	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	609	678	210_240	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	630	699	220_250	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	648	729	230_260	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	681	759	240_270	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	702	786	250_280	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	732	816	260_290	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	762	846	270_300	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	789	876	280_310	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	819	906	290_320	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	855	936	300_330	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	879	945	310_340	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	15	102	150_180	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	45	132	160_190	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	75	156	170_200	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	105	174	180_210	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	135	183	190_220	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	156	207	200_230	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	165	237	210_240	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	189	261	220_250	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	207	291	230_260	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	240	321	240_270	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	264	348	250_280	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	294	375	260_290	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	324	375	270_300	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	351	405	280_310	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	378	435	290_320	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	378	465	300_330	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	408	480	310_340	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	465	567	150_180	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	510	1074	160_190	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	540	1098	170_200	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	570	1110	180_210	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1077	1122	190_220	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1101	1149	200_230	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1113	1176	210_240	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1125	1200	220_250	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1143	1230	230_260	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1173	1260	240_270	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1203	1287	250_280	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1233	1317	260_290	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1263	1344	270_300	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1290	1374	280_310	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1320	1404	290_320	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1347	1434	300_330	TcmN
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1377	1440	310_340	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	3	78	150_180	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	21	105	160_190	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	51	129	170_200	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	81	141	180_210	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	108	153	190_220	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	132	180	200_230	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	144	213	210_240	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	156	237	220_250	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	174	264	230_260	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	210	294	240_270	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	240	321	250_280	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	267	351	260_290	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	297	354	270_300	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	324	378	280_310	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	354	408	290_320	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	357	438	300_330	TcmN
NZ_JOFH01000019__S.olivaceus__Cyclase	381	465	310_340	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	3	75	150_180	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	18	102	160_190	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	48	126	170_200	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	78	138	180_210	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	105	150	190_220	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	129	180	200_230	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	138	204	210_240	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	153	219	220_250	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	171	249	230_260	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	204	279	240_270	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	222	306	250_280	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	252	333	260_290	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	282	339	270_300	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	309	363	280_310	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	336	393	290_320	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	342	423	300_330	TcmN
NZ_LZZI01000003__Clostridium_beijerinckii_strain_DSM_53__Cyclase/dehydrase	366	435	310_340	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	3	78	150_180	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	21	108	160_190	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	51	132	170_200	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	81	150	180_210	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	111	159	190_220	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	132	183	200_230	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	144	213	210_240	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	165	237	220_250	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	183	267	230_260	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	216	297	240_270	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	240	330	250_280	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	270	360	260_290	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	300	363	270_300	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	333	387	280_310	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	363	417	290_320	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	366	447	300_330	TcmN
OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase/dehydrase	390	474	310_340	TcmN
